name,year,mpaa,sex,violence,profanity
Ouija ,2014,PG-13,1,5,3
Ouija: Origin of Evil ,2016,PG-13,1,6,3
Our Brand Is Crisis ,2015,R,4,4,7
Our Family Wedding ,2010,PG-13,4,3,5
Our Idiot Brother ,2011,R,7,3,9
Outbreak ,1995,R,0,6,6
Out Cold ,2001,PG-13,5,4,5
Out of Time ,2003,PG-13,6,5,4
"Out-of-Towners, The ",1999,PG-13,5,3,3
"Outsiders, The ",1983,PG-13,3,5,4
Out to Sea ,1997,PG-13,3,1,4
Over Her Dead Body ,2008,PG-13,5,3,4
Over the Hedge ,2006,PG,2,3,2
Oz The Great and Powerful ,2013,PG,2,4,2
Pacific Rim ,2013,PG-13,2,7,4
"Pacifier, The ",2005,PG,3,4,3
Paddington ,2015,PG,1,3,1
"Pagemaster, The ",1994,G,0,3,0
"Painted Veil, The ",2006,PG-13,6,5,1
"Pallbearer, The ",1996,PG-13,3,2,5
Palmetto ,1998,R,4,5,7
Pan ,2015,PG,2,4,3
"Pandora Project, The ",1998,R,2,6,6
Pandorum ,2009,R,2,8,8
Pan's Labyrinth ,2006,R,2,8,5
Panther ,1995,R,3,8,9
Paparazzi ,2004,PG-13,5,6,4
"Paper, The ",1994,R,4,4,5
Paper Towns ,2015,PG-13,4,3,4
Paradise Now ,2005,PG-13,1,3,5
Paranoia ,2013,PG-13,5,4,5
Paranormal Activity ,2009,R,4,6,8
Paranormal Activity 2 ,2010,R,3,6,5
Paranormal Activity 3 ,2011,R,5,6,6
Paranormal Activity 4 ,2012,R,2,6,6
Paranormal Activity: The Ghost Dimension ,2015,R,3,7,8
ParaNorman ,2012,PG,2,5,3
Parental Guidance ,2012,PG,3,3,3
"Parent Trap, The ",1998,PG,2,2,1
Pariah ,2011,R,6,4,6
Paris Can Wait ,2017,PG,2,2,3
Parkland ,2013,PG-13,2,6,5
Passed Away ,1992,PG-13,2,1,5
Passenger 57 ,1992,R,2,6,7
Passengers ,2016,PG-13,5,5,3
Passion of Mind ,1999,PG-13,5,0,3
"Passion of the Christ, The ",2004,R,1,10,1
Patch Adams ,1998,PG-13,2,2,4
Pathfinder ,2007,R,3,9,1
"Patriot, The ",2000,R,2,10,2
Paul Blart: Mall Cop ,2009,PG,3,5,3
Paul Blart: Mall Cop 2 ,2015,PG,2,4,1
Paulie ,1998,PG,0,1,1
Pawn Sacrifice ,2015,PG-13,4,3,5
Payback ,1999,R,6,9,8
Paycheck ,2003,PG-13,4,5,4
Pay It Forward ,2000,PG-13,5,6,5
PCU ,1994,PG-13,3,2,5
"Peacemaker, The ",1997,R,0,6,6
"Peanuts Movie, The ",2015,G,1,1,1
Pearl Harbor ,2001,PG-13,4,6,4
"Pebble and the Penguin, The ",1995,G,1,3,1
Pecker ,1998,R,8,1,6
Peeples ,2013,PG-13,5,3,5
"Pelican Brief, The ",1994,PG-13,2,5,1
Pel̩: Birth of a Legend ,2016,PG,1,3,1
Penelope ,2006,PG,1,3,2
Penguins of Madagascar ,2014,PG,2,3,2
People Like Us ,2012,PG-13,5,4,5
"People vs. Larry Flynt, The ",1997,R,8,3,8
Percy Jackson and the Olympians: The Lightning Thief ,2010,PG,3,6,3
Percy Jackson: Sea of Monsters ,2013,PG,1,5,3
"Perez Family, The ",1995,R,5,3,5
"Perfect Family, The ",2012,PG-13,4,4,3
"Perfect Getaway, A ",2009,R,6,9,7
"Perfect Guy, A ",2015,PG-13,6,6,5
"Perfect Holiday, The ",2007,PG,2,3,3
"Perfect Man, The ",2005,PG,4,2,1
"Perfect Score, The ",2004,PG-13,5,4,5
"Perfect Storm, The ",2000,PG-13,3,7,6
Perfect Stranger ,2007,R,8,7,9
"Perfect World, A ",1993,PG-13,4,5,4
Perfume: The Story of a Murderer ,2006,R,9,8,3
The Perks of Being a Wallflower ,2012,PG-13,6,4,5
Permanent Midnight ,1998,R,7,4,9
"Pest, The ",1997,PG-13,3,4,3
Peter Pan ,2003,PG,3,5,0
Pete's Dragon ,2016,PG,1,3,1
Pet Sematary II ,1992,R,3,7,5
Peter's Friends ,1993,NR,6,1,6
"Phantom, The ",1996,PG,2,5,2
"Phantom of the Opera, The ",2004,PG-13,4,5,2
Phat Girlz ,2006,PG-13,6,3,4
Phenomenon ,1996,PG,2,2,2
Philadelphia ,1994,PG-13,2,1,1
Philomena ,2013,PG-13,3,3,5
Phoenix Forgotten ,2017,PG-13,1,4,4
Pi ,1998,R,1,4,6
"Pianist, The ",2002,R,2,8,5
Picnic at Hanging Rock ,1975,PG,3,1,0
Picture Perfect ,1997,PG-13,3,1,4
Piglet's Big Movie ,2003,G,0,1,0
Pina ,2011,PG,3,1,1
"Pink Panther, The ",2006,PG,4,4,2
"Pink Panther 2, The ",2009,PG,4,4,3
Pinocchio ,2002,G,0,3,1
Piranha 3D ,2010,R,10,10,8
Piranha 3DD ,2012,R,8,10,7
"Pirates, The! Band of Misfits ",2012,PG,2,3,2
Pirate Radio ,2009,R,7,3,8
Pirates of the Caribbean: At World's End ,2007,PG-13,4,7,3
Pirates of the Caribbean: The Curse of the Black Pearl ,2003,PG-13,3,5,3
Pirates of the Caribbean: Dead Man's Chest ,2006,PG-13,3,7,2
Pirates of the Caribbean: Dead Men Tell No Tales ,2017,PG-13,4,7,3
Pirates of the Caribbean: On Stranger Tides ,2011,PG-13,4,6,4
Pitch Black ,2000,R,2,8,9
Pitch Perfect ,2012,PG-13,5,3,4
Pitch Perfect 2 ,2015,PG-13,4,3,5
Pixels ,2015,PG-13,4,4,4
Planes ,2013,PG,1,3,2
Planes: Fire and Rescue ,2014,PG,1,3,1
Planet 51 ,2009,PG,3,3,2
Planet of the Apes ,2001,PG-13,3,6,3
Playback ,2012,R,7,8,8
"Playboys, The ",1992,PG-13,2,4,2
"Player, The ",1992,R,7,2,5
Playing by Heart ,1998,R,4,3,7
Playing for Keeps ,2012,PG-13,5,3,4
Playing God ,1997,R,3,8,8
Pleasantville ,1998,PG-13,5,1,5
Please Give ,2010,R,7,3,6
"Pledge, The ",2001,R,2,8,6
Plunkett & Macleane ,1999,R,5,7,7
Pocahontas ,1995,G,1,3,0
Poetic Justice ,1993,R,5,6,9
Point Break ,2015,PG-13,4,6,5
Point of No Return ,1993,R,5,6,6
Pok̩mon 4Ever ,2002,G,1,3,0
Pok̩mon Heroes ,2002,G,2,2,0
Pok̩mon the First Movie: Mewtwo Strikes Back ,1999,G,0,4,0
Pok̩mon: The Movie 2000 ,2000,G,1,3,1
Pok̩mon 3: The Movie ,2001,G,0,3,0
"Polar Express, The ",2004,G,0,3,0
Polish Wedding ,1998,PG-13,6,2,5
Poltergeist ,2015,PG-13,3,6,4
Pompeii ,2014,PG-13,2,7,2
POM Wonderful Presents: The Greatest Movie Ever Sold ,2011,PG-13,4,1,5
Ponyo ,2009,G,0,3,2
Pooh's Heffalump Movie ,2005,G,0,2,0
Poseidon ,2006,PG-13,3,7,5
Posse ,1993,R,7,9,8
Possession ,2002,PG-13,4,2,4
The Possession ,2012,PG-13,3,7,3
Post Grad ,2009,PG-13,4,4,4
"Postman, The ",1997,R,5,7,5
Powder ,1995,PG-13,3,3,5
"Powerpuff Girls Movie, The ",2002,PG,1,3,1
Power Rangers ,2017,PG-13,2,5,4
Practical Magic ,1998,PG-13,2,4,4
"Prairie Home Companion, A ",2006,PG-13,4,3,4
"Preacher's Wife, The ",1996,PG,1,1,1
Predators ,2010,R,2,10,8
Premium Rush ,2012,PG-13,3,6,5
Premonition ,2007,PG-13,3,5,5
"Prestige, The ",2006,PG-13,4,7,3
Priceless ,2016,PG-13,4,5,1
Pride ,2007,PG,3,4,4
Pride & Prejudice ,2005,PG,3,1,1
Pride and Prejudice and Zombies ,2016,PG-13,2,6,2
Priest ,2011,PG-13,2,8,5
Primal Fear ,1996,R,6,7,8
Primary Colors ,1998,R,3,2,8
Prime ,2005,PG-13,7,2,5
"Prince and Me, The ",2004,PG,4,3,3
Prince Avalanche ,2013,R,5,3,4
"Prince of Egypt, The ",1998,PG,1,4,1
Prince of Persia: The Sands of Time ,2010,PG-13,3,7,2
"Princess and the Goblin, The ",1994,G,0,3,0
Princess Caraboo ,1994,PG,2,1,1
"Princess Diaries, The ",2001,G,3,3,1
"Princess Diaries 2, The: Royal Engagement ",2004,G,2,1,0
Princess Mononoke ,1999,PG-13,1,6,3
Prisoners ,2013,R,1,7,9
"Prize Winner of Defiance, Ohio, The ",2005,PG-13,2,4,5
"Producers, The ",2005,PG-13,6,3,3
"Program, The ",1993,R,3,5,5
Project Almanac ,2015,PG-13,4,5,5
Project Nim ,2011,PG-13,5,4,5
Prom ,2011,PG,4,2,2
Prometheus ,2012,R,3,8,5
"Promise, The ",2017,PG-13,4,7,3
Promised Land ,2012,R,1,3,7
Prom Night ,2008,PG-13,3,8,4
Proof ,2005,PG-13,5,1,5
"Prophecy, The ",1995,R,3,6,5
"Prophet, A ",2010,R,8,7,7
"Prophet, The ",2014,PG,3,3,1
"Proposal, The ",2009,PG-13,7,3,4
"Protector, The ",2006,R,5,8,3
P.S. I Love You ,2007,PG-13,4,3,5
Psycho ,1998,R,5,6,0
P2 ,2007,R,5,9,6
Public Enemies ,2009,R,5,8,5
"Public Eye, The ",1992,R,1,7,2
Pucked ,2006,R,6,3,5
Punch-Drunk Love ,2002,R,5,4,8
"Punisher, The ",2004,R,6,10,6
Punisher: War Zone ,2008,R,1,10,9
Pure Country ,1992,PG,2,2,1
"Purge, The ",2013,R,4,7,5
"Purge, The: Anarchy ",2014,R,4,7,9
"Purge, The: Election Year ",2016,R,1,8,9
"Pursuit of Happyness, The ",2006,PG-13,2,3,5
Push ,2009,PG-13,4,7,4
Pushing Tin ,1999,R,5,3,6
Puss in Boots ,2011,PG,2,4,3
Quantum of Solace ,2008,PG-13,5,7,4
Quarantine ,2008,R,3,10,6
Quartet ,2013,PG-13,4,3,5
"Queen, The ",2006,PG-13,1,3,5
Queen of Earth ,2015,NR,3,3,6
Queen of Katwe ,2016,PG,2,3,1
Queen of the Damned ,2002,R,5,8,5
Quest for Camelot ,1998,G,0,3,1
"Quest, The ",1996,PG-13,0,6,5
"Quick and the Dead, The ",1995,R,3,6,3
"Quiet, The ",2006,R,7,7,7
"Quiet Ones, The ",2014,PG-13,5,6,5
Quills ,2000,R,10,10,7
Quiz Show ,1994,PG-13,1,0,5
Rabbit Hole ,2010,PG-13,2,4,5
Race ,2016,PG-13,2,3,4
Race the Sun ,1996,PG,2,3,3
Race to Witch Mountain ,2009,PG,1,4,0
Rachel Getting Married ,2008,R,6,4,6
Racing Stripes ,2005,PG,2,3,2
Radio ,2003,PG,3,4,4
Radioland Murders ,1994,PG,4,4,3
"Rage, The: Carrie 2 ",1999,R,5,8,7
Ramona and Beezus ,2010,G,2,2,1
"Rainmaker, The ",1997,PG-13,0,5,2
Raise Your Voice ,2004,PG,4,4,3
Raising Cain ,1992,R,3,4,5
Raising Helen ,2004,PG-13,4,2,4
Rampage ,1992,R,2,7,0
Rambo ,2008,R,5,10,7
Random Hearts ,1999,R,5,5,6
Rango ,2011,PG,3,4,3
Ransom ,1996,R,2,8,7
Rapid Fire ,1992,R,3,7,5
Ratatouille ,2007,G,2,3,1
Ratchet & Clank ,2016,PG,1,3,1
Rat Race ,2001,PG-13,4,5,5
"Raven, The ",2012,R,2,8,5
Ravenous ,1999,R,2,10,1
Ray ,2004,PG-13,6,4,4
"Reader, The ",2008,R,9,4,2
Ready to Rumble ,2000,PG-13,5,6,5
"Real Blonde, The ",1998,R,7,4,8
"Real McCoy, The ",1993,PG-13,3,3,5
Reality Bites ,1994,PG-13,3,0,4
Real Steel ,2011,PG-13,3,5,4
"Reaping, The ",2007,R,7,7,5
Rebound ,2005,PG,2,3,2
Recess: School's Out ,2001,G,1,3,1
"Recruit, The ",2003,PG-13,4,5,5
Red ,2010,PG-13,2,7,5
Red 2 ,2013,PG-13,3,6,4
Redbelt ,2008,R,3,6,8
Red Corner ,1997,R,3,5,3
Red Dawn ,2012,PG-13,2,6,5
Red Dragon ,2002,R,6,7,5
Redemption ,2013,R,5,7,6
Red Eye ,2005,PG-13,1,6,5
Red Hook Summer ,2012,R,7,7,5
Red Planet ,2000,PG-13,3,5,5
Red Riding Hood ,2011,PG-13,4,6,3
Red Tails ,2012,PG-13,2,5,4
"Red Turtle, The ",2016,PG,3,3,0
"Red Violin, The ",1998,R,6,3,3
"Ref, The ",1994,R,1,3,8
Reign of Fire ,2002,PG-13,1,5,3
Reign Over Me ,2007,R,4,5,7
"Relic, The ",1997,R,2,8,7
Religulous ,2008,R,6,4,5
"Remains of the Day, The ",1993,PG,1,0,1
Remember Me ,2010,PG-13,7,6,5
Remember the Titans ,2000,PG,1,3,2
Renaissance Man ,1994,PG-13,1,1,3
Rendition ,2007,R,4,7,5
Reno 911!: Miami ,2007,R,7,5,7
Rent ,2005,PG-13,5,4,5
"Replacements, The ",2000,PG-13,6,4,6
Replacement Killers ,1998,R,1,8,6
Repo Men ,2010,R,7,8,7
Reprise ,2006,R,7,4,5
Rescue Dawn ,2006,PG-13,1,6,4
Reservation Road ,2007,R,2,5,5
Reservoir Dogs ,1992,R,0,9,8
Resident Evil ,2002,R,5,8,6
Resident Evil: Afterlife 3D ,2010,R,1,9,5
Resident Evil: Apocalypse ,2004,R,6,9,7
Resident Evil: Extinction ,2007,R,4,9,4
Resident Evil: Retribution ,2012,R,2,8,3
Resident Evil: The Final Chapter ,2017,R,3,8,3
Restless ,2011,PG-13,4,5,4
Resurrecting the Champ ,2007,PG-13,4,7,5
"Return, The ",2006,PG-13,3,6,5
Return to Me ,2000,PG,2,3,3
Return to Never Land ,2002,G,1,3,1
Return to Paradise ,1998,R,4,3,8
"Revenant, The ",2015,R,5,10,6
Revolutionary Road ,2008,R,7,5,6
Rich in Love ,1993,PG-13,2,0,3
"Rich Man's Wife, A ",1996,R,2,8,8
Richie Rich ,1994,PG,1,3,2
Ricki and the Flash ,2015,PG-13,4,3,4
Ride Along ,2014,PG-13,5,6,5
Ride Along 2 ,2016,PG-13,5,5,5
Ride with the Devil ,1999,R,3,7,4
Riding In Cars With Boys ,2001,PG-13,4,4,5
"Ring, The ",2002,PG-13,3,7,5
"Ringer, The ",2005,PG-13,4,4,5
Ringmaster ,1998,R,8,3,8
"Ring Two, The ",2005,PG-13,3,7,5
Rings ,2017,PG-13,4,6,3
Rio ,2011,G,2,3,1
Rio 2 ,2014,G,1,3,1
R.I.P.D. ,2013,PG-13,4,6,5
Risen ,2016,PG-13,2,5,1
Rise of the Guardians ,2012,PG,1,3,2
Rise of the Planet of the Apes ,2011,PG-13,1,7,5
Rising Sun ,1993,R,8,7,7
"Rite, The ",2011,R,4,8,5
"River Wild, The ",1994,PG-13,2,4,5
Rize ,2005,PG-13,5,4,5
"Road, The ",2009,R,5,8,5
"Road to El Dorado, The ",2000,PG,2,3,1
"Road to Perdition, The ",2002,R,3,7,5
Road Trip ,2000,R,9,3,6
Roar ,1981,PG,2,6,1
Robert A. Heinlein's The Puppet Masters ,1994,R,3,7,5
Robin Hood ,2010,PG-13,4,7,3
Robin Hood: Men in Tights ,1993,PG-13,4,3,3
Robocop ,2014,PG-13,2,6,5
Robocop 3 ,1993,PG-13,0,7,4
Robot & Frank ,2012,PG-13,2,3,5
Robots ,2005,PG,3,3,3
Rob Roy ,1995,R,6,7,4
"Rock, The ",1996,R,3,8,8
Rock-A-Doodle ,1992,G,0,2,0
Rock Dog ,2017,PG,1,3,1
"Rocker, The ",2008,PG-13,4,4,5
Rocket Man ,1997,PG,1,1,1
Rocket Science ,2007,R,7,3,5
Rock of Ages ,2012,PG-13,8,3,4
Rock School ,2005,R,1,3,8
Rock Star ,2001,R,8,3,7
Rock the Kasbah ,2015,R,4,5,7
Rocky Balboa ,2006,PG,1,4,4
Rogue One: A Star Wars Story ,2016,PG-13,1,5,1
Role Models ,2008,R,8,3,7
Rollerball ,2002,PG-13,5,6,5
Roll Bounce ,2005,PG-13,4,3,4
Romeo and Juliet ,2013,PG-13,4,5,2
Romeo Must Die ,2000,R,5,7,7
Romy and Michele's High School Reunion ,1997,R,3,1,6
Ronin ,1998,R,1,8,6
"Rookie, The ",2002,G,1,1,2
Rookie of the Year ,1993,PG,1,2,3
Room ,2015,R,5,5,5
"Roommate, The ",2011,PG-13,6,6,4
Roommates ,1995,PG,2,2,2
Rory O'Shea Was Here ,2005,R,4,3,7
Rosetta ,1999,R,3,4,5
Rosewater ,2014,R,3,5,5
Rosewood ,1997,R,5,8,4
Rough Night ,2017,R,7,6,9
"Rover, The ",2014,R,4,7,8
"Royal Night Out, A ",2015,PG-13,4,4,4
"Royal Tenenbaums, The ",2001,R,7,5,5
Ruby ,1992,R,3,6,5
Ruby Sparks ,2012,R,5,3,7
Rudo y Cursi ,2009,R,8,7,9
Rudy ,1993,PG,0,2,2
Rugrats Go Wild ,2003,PG,1,3,1
Rugrats in Paris: The Movie ,2000,G,1,2,1
"Rugrats Movie, The ",1998,G,2,4,2
"Ruins, The ",2008,R,6,8,7
Rules Don't Apply ,2016,PG-13,5,2,5
Rules of Engagement ,2000,R,3,9,8
Rumble in the Bronx ,1996,R,3,7,6
"Rum Diary, The ",2011,R,7,5,7
Rumor Has It... ,2005,PG-13,5,2,4
Run All Night ,2015,R,3,8,8
Runaway Bride ,1999,PG,2,1,2
Runaway Jury ,2003,PG-13,4,4,5
"Rundown, The ",2003,PG-13,5,5,4
Run Fatboy Run ,2007,PG-13,4,4,5
Run Lola Run ,1998,R,3,5,5
Rush ,2013,R,7,7,6
Rush Hour ,1998,PG-13,1,6,5
Rush Hour 2 ,2001,PG-13,4,6,4
Rush Hour 3 ,2007,PG-13,4,5,4
Rushmore ,1998,R,3,3,6
Rust and Bone ,2012,R,8,6,6
RV ,2006,PG,2,3,3
Safe ,2012,R,0,8,6
Safe Haven ,2013,PG-13,6,5,4
Safe House ,2012,R,4,8,5
Safe Men ,1998,R,2,3,9
Safe Passage ,1995,PG-13,4,3,5
Safety Not Guaranteed ,2012,R,5,4,5
Sahara ,2005,PG-13,2,5,5
"Saint, The ",1997,PG-13,3,5,5
Salmon Fishing in the Yemen ,2012,PG-13,6,5,5
Salt ,2010,PG-13,3,7,4
San Andreas ,2015,PG-13,1,6,5
Sanctum ,2011,R,3,7,8
"Sandlot, The ",1993,PG,1,1,2
"Santa Clause, The ",1994,PG,1,1,0
"Santa Clause 2, The ",2002,G,2,3,2
"Santa Clause 3, The: The Escape Clause ",2006,G,1,3,1
"Sapphires, The ",2013,PG-13,4,5,4
Sarah Silverman: Jesus Is Magic ,2005,NR,8,5,8
Sarah's Key ,2011,PG-13,4,6,2
"Savages, The ",2007,R,7,5,5
Save the Date ,2012,R,8,4,7
Save the Last Dance ,2001,PG-13,4,5,6
Saved! ,2004,PG-13,5,3,5
Saving Grace ,2000,R,4,2,7
Saving Lincoln ,2013,NR,0,5,4
Saving Mr. Banks ,2013,PG-13,1,4,2
Saving Private Ryan ,1998,R,1,9,7
Saving Silverman ,2001,PG-13,7,5,5
Saw ,2004,R,3,10,7
Saw III ,2006,R,6,10,8
Saw V ,2008,R,2,10,7
Saw VI ,2009,R,1,10,8
Say It Isn't So ,2001,R,7,5,7
"Scanner Darkly, A ",2006,R,7,6,8
"Scarlet Letter, The ",1995,R,7,5,2
"Scarlet Pimpernel, The ",1998,NR,4,5,2
Scary Movie ,2000,R,10,8,7
Scary Movie 2 ,2001,R,8,6,8
Scary Movie 3 ,2003,PG-13,6,6,5
Scary Movie 4 ,2006,PG-13,6,7,5
Scary Movie 5 ,2013,PG-13,7,7,5
Scent of a Woman ,1993,R,2,3,8
Schindler's List ,1994,R,6,10,5
Scooby-Doo ,2002,PG,3,4,3
Scooby-Doo 2: Monsters Unleashed ,2004,PG,3,4,3
School for Scoundrels ,2006,PG-13,4,4,5
"School of Rock, The ",2003,PG-13,3,3,3
Scoop ,2006,PG-13,5,3,4
"Score, The ",2001,R,4,5,8
"Scorpion King, The ",2002,PG-13,3,6,1
Scott Pilgrim vs. The World ,2010,PG-13,5,6,6
"Scout, The ",1994,PG-13,1,2,5
Scream ,1996,R,4,8,6
Scream 2 ,1997,R,2,8,8
Scream 3 ,2000,R,3,8,8
Scream 4 ,2011,R,4,10,8
Screwed ,2000,PG-13,4,5,6
Seabiscuit ,2003,PG-13,4,4,5
Searching for Bobby Fischer ,1993,PG,0,1,1
Season of the Witch ,2011,PG-13,3,7,4
"Second Best Exotic Marigold Hotel, The ",2015,PG,3,2,2
Secondhand Lions ,2003,PG,2,4,4
Secretariat ,2010,PG,2,3,3
Secretary ,2002,R,8,4,5
"Secret Garden, The ",1993,G,0,1,0
"Secret in Their Eyes, The ",2010,R,8,7,7
Secret in Their Eyes ,2015,PG-13,3,5,5
"Secret Life of Bees, The ",2008,PG-13,3,5,4
"Secret Life of Pets, The ",2016,PG,1,3,2
"Secret Life of Walter Mitty, The ",2013,PG,2,3,3
"Secret Lives of Dentists, The ",2003,R,7,4,5
Secret Window ,2004,PG-13,3,7,5
"Secret World of Arrietty, The ",2012,G,1,3,0
Seed of Chucky ,2004,R,7,9,6
"Seeker, The: The Dark is Rising ",2007,PG,3,6,1
Seeking a Friend for the End of the World ,2012,R,4,6,6
See Spot Run ,2001,PG,3,5,4
Selena ,1997,PG,2,1,2
Self/less ,2015,PG-13,4,6,5
Selma ,2014,PG-13,2,5,5
Semi-Pro ,2008,R,6,4,7
Senseless ,1998,R,5,3,5
"Sentinel, The ",2006,PG-13,4,6,4
Separate Lies ,2005,R,4,4,5
"Separation, A ",2011,PG-13,1,4,4
September Dawn ,2006,R,5,8,2
Serena ,2015,R,6,7,1
Serendipity ,2001,PG-13,4,2,4
Serenity ,2005,PG-13,4,6,5
Serial Mom ,1994,R,5,7,6
"Serious Man, A ",2009,R,7,4,7
Serving Sara ,2002,PG-13,4,4,5
"Sessions, The ",2012,R,9,2,5
Set It Off ,1996,R,4,8,9
Seven ,1995,R,4,9,8
Seven Days in Utopia ,2011,G,1,2,1
Seven Pounds ,2008,PG-13,6,6,4
Seventh Son ,2015,PG-13,2,6,5
17 Again ,2009,PG-13,6,4,5
Seven Years in Tibet ,1997,PG-13,0,6,2
Sex and the City ,2008,R,9,1,5
Sex and the City 2 ,2010,R,8,2,5
Sgt. Bilko ,1996,PG,2,2,3
"Shack, The ",2017,PG-13,1,5,1
"Shadow, The ",1994,PG-13,2,6,2
"Shadow Conspiracy, The ",1997,R,1,7,6
Shadow of the Vampire ,2001,R,6,6,5
Shadow of the Wolf ,1993,PG-13,4,4,0
Shadowlands ,1994,PG,1,0,0
Shadows and Fog ,1992,PG-13,2,5,2
Shadrach ,1998,PG-13,3,2,5
"Shaggy Dog, The ",2006,PG,3,3,2
Shakespeare in Love ,1998,R,6,3,3
Shallow Grave ,1995,R,8,6,7
Shallow Hal ,2001,PG-13,5,3,5
"Shallows, The ",2016,PG-13,2,7,5
Shall We Dance? ,2004,PG-13,4,1,5
Shalom Aleichem: Laughing in the Darkness ,2011,NR,1,4,4
Shanghai Noon ,2000,PG-13,3,6,4
Shanghai Knights ,2003,PG-13,4,5,4
"Shape of Things, The ",2003,R,5,2,6
Shark Night 3D ,2011,PG-13,5,7,5
Shark Tale ,2004,PG,2,3,1
Sherlock Holmes ,2009,PG-13,4,7,2
Sherlock Holmes: A Game of Shadows ,2011,PG-13,2,6,3
Shattered Glass ,2003,PG-13,2,2,5
Shaun of the Dead ,2004,R,2,9,9
Shaun the Sheep Movie ,2015,PG,1,3,0
"Shawshank Redemption, The ",1994,R,7,7,7
She's All That ,1999,PG-13,3,2,5
She's So Lovely ,1997,R,3,4,9
She's the Man ,2006,PG-13,4,3,3
"Shipping News, The ",2001,R,7,6,5
Shoot 'Em Up ,2007,R,8,10,6
Shooter ,2007,R,2,8,5
Shooting Fish ,1997,PG,3,2,3
Shopgirl ,2005,R,6,3,2
Shortbus ,2006,NR,10,4,8
Short Cuts ,1993,R,8,5,7
Shorts ,2009,PG,1,3,2
Short Term 12 ,2013,R,5,5,9
Showgirls ,1995,NC-17,9,6,8
Showtime ,2002,PG-13,3,5,6
Shrek ,2001,PG,3,4,3
Shrek Forever After ,2010,PG,3,3,2
Shrek 2 ,2004,PG,3,3,2
Shrek the Third ,2007,PG,3,4,2
Shut Up & Sing ,2006,R,4,3,6
Shutter ,2008,PG-13,5,6,5
Shutter Island ,2010,R,7,9,6
Sicario ,2015,R,5,7,9
Sicko ,2007,PG-13,2,4,5
Side Effects ,2013,R,7,6,6
Sidekicks ,1993,PG,0,5,2
Sidewalks of New York ,2001,R,8,1,9
"Siege, The ",1998,R,1,6,7
Sightseers ,2013,R,6,8,6
"Signal, The ",2014,PG-13,2,6,5
Signs ,2002,PG-13,1,5,4
Silence ,2017,R,2,8,2
Silent Hill ,2006,R,5,10,5
Silent Hill: Revelation 3D ,2012,R,6,8,5
Silent House ,2011,R,4,6,5
Silver City ,2004,R,4,4,6
Simon Birch ,1998,PG,2,3,4
Simone ,2002,PG-13,3,3,5
"Simpsons Movie, The ",2007,PG-13,5,4,4
"Simple Plan, A ",1998,R,5,7,8
"Simple Wish, A ",1997,PG,0,2,1
Simply Irresistible ,1999,PG-13,3,1,2
Sinbad: Legend of the Seven Seas ,2003,PG,2,3,1
Since You've Been Gone ,1998,R,5,2,8
Sin City ,2005,R,7,10,4
Sin City: A Dame to Kill For ,2014,R,8,9,5
Sing ,2016,PG,1,2,1
"Single Man, A ",2009,R,6,4,4
"Single Moms Club, The ",2014,PG-13,5,3,4
Single White Female ,1992,R,7,7,5
Singles ,1992,PG-13,5,1,5
Sing Street ,2016,PG-13,3,4,5
Sinister ,2012,R,3,8,4
Sinister 2 ,2015,R,2,8,5
Sister Act ,1992,PG,1,2,0
Sister Act 2: Back in the Habit ,1993,PG,0,0,1
"Sisterhood of the Traveling Pants, The ",2005,PG,4,3,3
"Sisterhood of the Traveling Pants 2, The ",2008,PG-13,5,2,3
"Sitter, The ",2011,R,6,6,9
"Six Days, Seven Nights ",1998,PG-13,3,4,6
Six Degrees of Separation ,1994,R,6,2,5
16 Blocks ,2006,PG-13,0,5,5
"6th Day, The ",2000,PG-13,5,7,5
"Sixth Man, The ",1997,PG-13,2,3,5
"Sixth Sense, The ",1999,PG-13,3,6,3
"Skeleton Key, The ",2005,PG-13,3,6,5
The Skeleton Twins ,2014,R,6,4,7
"Skin I Live In, The ",2011,R,9,8,5
"Skulls, The ",2000,PG-13,3,4,3
Sky Captain and the World of Tomorrow ,2004,PG,2,4,3
Skyfall ,2012,PG-13,5,6,5
Sky High ,2005,PG,3,4,2
Skyline ,2010,PG-13,5,8,5
Slackers ,2002,R,7,4,8
Slap Her She's French ,2002,PG-13,4,3,5
Sleepers ,1996,R,3,7,8
Sleeping Beauty ,2011,NR,9,4,6
Sleepless in Seattle ,1993,PG,1,0,2
Sleepover ,2004,PG,4,3,2
Sleepwalkers ,1992,R,6,7,3
Sleepy Hollow ,1999,R,3,9,1
Sleuth ,2007,R,5,5,7
Sliding Doors ,1998,R,4,2,6
Slither ,2006,R,6,9,7
Sliver ,1993,R,8,6,6
Slow West ,2015,R,2,6,5
Slumdog Millionaire ,2008,R,5,8,5
Slums of Beverly Hills ,1998,R,6,3,6
Small Soldiers ,1998,PG-13,1,4,3
Small Time Crooks ,2000,PG,1,1,3
Smart People ,2008,R,6,2,5
Smashed ,2012,R,6,3,7
"Smile Like Yours, A ",1997,R,5,1,5
Smoke Signals ,1998,PG-13,1,3,3
Smurfs: The Lost Village ,2017,PG,1,3,1
"Smurfs 2, The ",2013,PG,2,3,1
"Smurfs 3D, The ",2011,PG,2,3,3
Snake Eyes ,1998,R,3,7,6
Snakes on a Plane ,2006,R,8,9,6
Snatched ,2017,R,8,5,8
Sneakers ,1992,PG-13,2,4,3
